x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,label
0.44784218072891235,0.6681593060493469,1.2227003765019617e-07,0.48588472604751587,0.5474608540534973,0.033640943467617035,0.5237416625022888,0.44744107127189636,0.007130392361432314,0.5586199760437012,0.3771301507949829,-0.017774177715182304,0.5926035046577454,0.29624760150909424,-0.04827536642551422,0.5393650531768799,0.4408389627933502,-0.11969077587127686,0.6321573257446289,0.4278075098991394,-0.15599383413791656,0.6926224827766418,0.40549638867378235,-0.17494982481002808,0.7404323816299438,0.3940153121948242,-0.18630698323249817,0.5441156625747681,0.530321478843689,-0.14130830764770508,0.628879189491272,0.5564665794372559,-0.1288280189037323,0.590252161026001,0.5894672870635986,-0.07558631896972656,0.5573696494102478,0.5952076315879822,-0.05281778424978256,0.5479594469070435,0.616802453994751,-0.15609346330165863,0.621885359287262,0.6476799249649048,-0.13121721148490906,0.5833090543746948,0.6688221096992493,-0.081109419465065,0.5482813715934753,0.6652799248695374,-0.06760220974683762,0.5573418140411377,0.689935564994812,-0.16745774447917938,0.6047827005386353,0.7098376750946045,-0.14432364702224731,0.5719609260559082,0.7241901755332947,-0.11261282116174698,0.5390523672103882,0.7153388261795044,-0.10407892614603043,right
0.4619591236114502,0.758671760559082,4.970561917616578e-08,0.45836326479911804,0.6915895342826843,-0.025126149877905846,0.49015793204307556,0.6122345924377441,-0.03557615727186203,0.532844066619873,0.5796975493431091,-0.04548399895429611,0.5645031332969666,0.6089920401573181,-0.05482247471809387,0.5558056831359863,0.6053922176361084,-0.017885420471429825,0.6062844395637512,0.5714594125747681,-0.04033932462334633,0.6394952535629272,0.5517982244491577,-0.05591711029410362,0.6682877540588379,0.5368108749389648,-0.06710193306207657,0.5637454986572266,0.6614164710044861,-0.020882364362478256,0.6028869152069092,0.6523493528366089,-0.059549275785684586,0.5637503266334534,0.6599710583686829,-0.07174547761678696,0.5353162884712219,0.6649740934371948,-0.07004241645336151,0.5604143738746643,0.7190305590629578,-0.027286725118756294,0.5860713124275208,0.7227066159248352,-0.06501520425081253,0.5432515740394592,0.7199632525444031,-0.06626786291599274,0.5180761218070984,0.7147125005722046,-0.0563696026802063,0.5492783784866333,0.7768200039863586,-0.0357668399810791,0.5672287940979004,0.7801846265792847,-0.06098070368170738,0.538188636302948,0.7693402171134949,-0.05959349870681763,0.5183355212211609,0.7598353624343872,-0.0519283302128315,right
0.4354481101036072,0.7447575926780701,3.4812133176131965e-09,0.43081629276275635,0.6854600310325623,-0.013392791152000427,0.45596224069595337,0.618496835231781,-0.01784386858344078,0.4914756417274475,0.5898717045783997,-0.022691193968057632,0.5191932916641235,0.6019587516784668,-0.0275224968791008,0.4999717175960541,0.6150597929954529,-0.007609099615365267,0.5391033291816711,0.5897669792175293,-0.02536005526781082,0.5647729635238647,0.5789967775344849,-0.03873278945684433,0.5881975293159485,0.5725927948951721,-0.047766927629709244,0.5078686475753784,0.6562909483909607,-0.011377963237464428,0.5380061864852905,0.6303436756134033,-0.04045463353395462,0.5050914883613586,0.6434907913208008,-0.049736183136701584,0.48024892807006836,0.656482458114624,-0.04796826094388962,0.5086673498153687,0.6999008059501648,-0.017422180622816086,0.5253520011901855,0.6829196214675903,-0.04484827443957329,0.48955604434013367,0.6931725740432739,-0.04400042071938515,0.4683084189891815,0.6983926892280579,-0.03481966257095337,0.5047973394393921,0.7452619671821594,-0.02459658496081829,0.516049325466156,0.7302610874176025,-0.04219627380371094,0.4894750416278839,0.7278293967247009,-0.03896147385239601,0.47170668840408325,0.7250035405158997,-0.031304486095905304,right
0.42541736364364624,0.7025872468948364,-4.4012054445374815e-08,0.414383202791214,0.6374480724334717,-0.024530693888664246,0.44100630283355713,0.548715353012085,-0.0379519909620285,0.48132550716400146,0.5046303272247314,-0.05101422592997551,0.5186910629272461,0.5185875296592712,-0.06311406195163727,0.5164881944656372,0.5448946356773376,-0.02153155766427517,0.5723338723182678,0.5077288150787354,-0.052509382367134094,0.6086093187332153,0.48586487770080566,-0.06934735924005508,0.6407330632209778,0.4749671220779419,-0.07928865402936935,0.5342633128166199,0.6010931730270386,-0.024968696758151054,0.546695351600647,0.5561050772666931,-0.06649298220872879,0.4917554259300232,0.5749118328094482,-0.06878803670406342,0.47118183970451355,0.5944030284881592,-0.057879652827978134,0.5344045162200928,0.659305214881897,-0.033348388969898224,0.5180456042289734,0.6343711614608765,-0.07082873582839966,0.46981170773506165,0.646302342414856,-0.05983667075634003,0.4625431001186371,0.6563622355461121,-0.04102886840701103,0.525786817073822,0.7182362675666809,-0.04460524022579193,0.5024820566177368,0.7013938426971436,-0.06718876212835312,0.4668331742286682,0.6973782777786255,-0.05960657820105553,0.4607682526111603,0.695142924785614,-0.04695776849985123,right
0.32264089584350586,0.5823851823806763,-5.341082243148776e-08,0.38485288619995117,0.45499467849731445,0.03585243970155716,0.46715500950813293,0.41143202781677246,0.0173997413367033,0.5327647924423218,0.43854281306266785,-0.005059195216745138,0.5761665105819702,0.4674495458602905,-0.031604863703250885,0.4853894114494324,0.3077625632286072,-0.07575377076864243,0.6102550625801086,0.30171525478363037,-0.10078974068164825,0.6823438405990601,0.2993256151676178,-0.11413028091192245,0.7437198162078857,0.28743335604667664,-0.12465720623731613,0.49015557765960693,0.40051501989364624,-0.10621635615825653,0.5769716501235962,0.4906685948371887,-0.10160483419895172,0.5307908654212952,0.5226356387138367,-0.06896301358938217,0.49491530656814575,0.5018433332443237,-0.057789623737335205,0.48886072635650635,0.5049358606338501,-0.12995228171348572,0.5501638650894165,0.5901987552642822,-0.10922721773386002,0.5056309103965759,0.6038609147071838,-0.06845156103372574,0.4734532833099365,0.5770339965820312,-0.05858441814780235,0.48887479305267334,0.6022664904594421,-0.15197762846946716,0.5257728099822998,0.6569706797599792,-0.12105078250169754,0.48493149876594543,0.6656142473220825,-0.08515576273202896,0.45376133918762207,0.6399884223937988,-0.07239668816328049,right
0.3520459532737732,0.6281638145446777,-1.9138286688757944e-07,0.41963979601860046,0.5306038856506348,0.06018316000699997,0.4768880307674408,0.49889302253723145,0.04875516518950462,0.516802191734314,0.5053492784500122,0.03171699121594429,0.5455142259597778,0.5060030221939087,0.008700286038219929,0.48161980509757996,0.41179555654525757,-0.06489977240562439,0.5644092559814453,0.3976948857307434,-0.08547601103782654,0.6188303828239441,0.3811262845993042,-0.09864876419305801,0.6634408235549927,0.3668944239616394,-0.10797461122274399,0.4815846085548401,0.4890967905521393,-0.09955771267414093,0.5494151711463928,0.5448246598243713,-0.0675114169716835,0.509273111820221,0.5815759897232056,-0.0165560282766819,0.48525628447532654,0.5704692006111145,0.0011216993443667889,0.47663599252700806,0.5690635442733765,-0.12733794748783112,0.5288848876953125,0.6214824318885803,-0.082204669713974,0.4915262460708618,0.6365702152252197,-0.04255007952451706,0.46779894828796387,0.6226204037666321,-0.041882824152708054,0.4787815511226654,0.6420421004295349,-0.15124084055423737,0.5049712061882019,0.6810115575790405,-0.11120213568210602,0.4752004146575928,0.6842396855354309,-0.08421950787305832,0.4492691457271576,0.6655794978141785,-0.08317738771438599,right
0.4382304847240448,0.7192410826683044,-2.8767274784513575e-08,0.4289912283420563,0.6573283076286316,-0.024681536480784416,0.4573547840118408,0.5710414052009583,-0.03716569393873215,0.49858713150024414,0.5284475088119507,-0.048830196261405945,0.536751925945282,0.5403090119361877,-0.05933516100049019,0.5291935205459595,0.5636668801307678,-0.02082410268485546,0.5860466361045837,0.5291366577148438,-0.050466835498809814,0.622916579246521,0.507617712020874,-0.06710353493690491,0.6551732420921326,0.4962924122810364,-0.07723823189735413,0.5472905039787292,0.6215009093284607,-0.02365214005112648,0.5643746852874756,0.5797756910324097,-0.06608284264802933,0.5100455284118652,0.5973712205886841,-0.07061271369457245,0.487293004989624,0.6192440986633301,-0.0608675517141819,0.5485265851020813,0.680210530757904,-0.03099037893116474,0.5364574193954468,0.6595321893692017,-0.06939692795276642,0.4872090816497803,0.6690636277198792,-0.0599445216357708,0.477061927318573,0.677909791469574,-0.04175287112593651,0.5413830876350403,0.738734781742096,-0.04097145050764084,0.5208148956298828,0.723914623260498,-0.06378818303346634,0.48314785957336426,0.719071626663208,-0.05626273527741432,0.4744853079319,0.7159938216209412,-0.04348883032798767,right
0.4460325241088867,0.7540053725242615,2.0153256841126677e-08,0.4425714612007141,0.6858735680580139,-0.014221370220184326,0.46966299414634705,0.6206516027450562,-0.01886618882417679,0.5050908327102661,0.6000553369522095,-0.023820452392101288,0.5292220711708069,0.6213817596435547,-0.028690150007605553,0.5132702589035034,0.6181738972663879,-0.007610180880874395,0.5518594980239868,0.59825199842453,-0.024638868868350983,0.5768696665763855,0.5920958518981934,-0.03825661167502403,0.6012893319129944,0.589053750038147,-0.04762010648846626,0.5212280750274658,0.6624990701675415,-0.010877004824578762,0.5472407937049866,0.6506980657577515,-0.03731463849544525,0.5147416591644287,0.6569277048110962,-0.04717337340116501,0.49117693305015564,0.6631338596343994,-0.04728947579860687,0.5212014317512512,0.7075527310371399,-0.016671521589159966,0.5348551273345947,0.6988445520401001,-0.04111529886722565,0.5007035732269287,0.7039026021957397,-0.04255351051688194,0.48165178298950195,0.7049014568328857,-0.036267027258872986,0.5168118476867676,0.753314197063446,-0.023824168369174004,0.5254340767860413,0.7424116134643555,-0.03835322707891464,0.5010032653808594,0.7389129996299744,-0.03577253222465515,0.48581400513648987,0.7369338870048523,-0.029540332034230232,right
0.4713429808616638,0.7253206968307495,-3.9957928521516806e-08,0.4646663963794708,0.6598385572433472,-0.025546036660671234,0.49950677156448364,0.5839621424674988,-0.03641177713871002,0.5451836585998535,0.5606167316436768,-0.04634184390306473,0.5801064968109131,0.5848034024238586,-0.05477660149335861,0.565830409526825,0.5780287384986877,-0.01855560764670372,0.6196162700653076,0.5480202436447144,-0.0461246632039547,0.6545391082763672,0.5318887829780579,-0.06168723478913307,0.6872612833976746,0.5231447219848633,-0.07155614346265793,0.5761121511459351,0.6386202573776245,-0.0204774122685194,0.6033175587654114,0.6262845396995544,-0.06295379996299744,0.552268385887146,0.6383967995643616,-0.0697668120265007,0.5315388441085815,0.6434543132781982,-0.0624905601143837,0.5746352076530457,0.6952396631240845,-0.026757361367344856,0.5806576609611511,0.6951660513877869,-0.06599246710538864,0.5313132405281067,0.6948826313018799,-0.05790196359157562,0.5188637375831604,0.6886590719223022,-0.041256681084632874,0.5664576292037964,0.7502954602241516,-0.03565371781587601,0.5632669925689697,0.7490721344947815,-0.0594889298081398,0.5262054800987244,0.7418375611305237,-0.05243058130145073,0.5155045986175537,0.7300645112991333,-0.04037531092762947,right
0.49421432614326477,0.6602694988250732,-2.2146004141632147e-07,0.5306987762451172,0.5400299429893494,0.0412222184240818,0.5701702237129211,0.4620204269886017,0.035383932292461395,0.6181415915489197,0.4376676380634308,0.030622858554124832,0.6557234525680542,0.4326494038105011,0.02120288647711277,0.6205175518989563,0.45751097798347473,-0.07330118119716644,0.7189570069313049,0.4805777966976166,-0.08836066722869873,0.775196373462677,0.48860451579093933,-0.10145696252584457,0.8194965124130249,0.49256858229637146,-0.1110321581363678,0.6256126165390015,0.5500695109367371,-0.08968295902013779,0.6857060790061951,0.5947336554527283,-0.05946710333228111,0.6438097357749939,0.6126925945281982,-0.01867080293595791,0.6125726103782654,0.6024988293647766,-0.006356721743941307,0.6250407695770264,0.6314013004302979,-0.09821767359972,0.6646916270256042,0.6673352122306824,-0.056478556245565414,0.6274067759513855,0.6750451326370239,-0.02271035499870777,0.597400426864624,0.6664068102836609,-0.02218026854097843,0.628602921962738,0.6977233290672302,-0.10292652249336243,0.6458331942558289,0.7256488800048828,-0.06653061509132385,0.6142389178276062,0.7298623323440552,-0.04069823771715164,0.5862203240394592,0.7145627737045288,-0.03632359579205513,right
